# Données du deuxième détecteur
# Index,temps(ms), tension(mV), temps mort cumulatif (ms), température
6727,8365746.902,26,119,16
6728,8366394.104,61,120,18
6729,8367959.715,42,114,17
6730,8370932.619,60,120,18
6731,8371170.448,25,123,16
6732,8371515.407,115,128,18
6733,8372340.271,28,116,17
6734,8377467.329,20,117,16
6735,8378017.800,64,244,18
6736,8378609.437,150,120,18
6737,8381274.004,50,123,18
6738,8381405.420,45,121,17
6739,8384409.593,47,120,18
6740,8385297.542,14,127,17
6741,8388602.809,22,127,18
6742,8389929.979,23,123,17
6743,8390051.472,38,119,18
6744,8391461.190,97,122,18
6745,8391583.929,51,115,18
6746,8391991.899,20,118,17
6747,8394315.506,70,114,18
6748,8394415.517,39,123,18
6749,8397192.823,17,120,18
6750,8398255.541,20,125,16
6751,8401926.266,23,116,18
6752,8402381.255,98,208,18
6753,8403279.148,20,126,18
6754,8403693.249,30,121,17
6755,8404128.551,62,125,18
6756,8409424.057,12,123,17
6757,8409757.361,38,122,18
6758,8410197.537,35,126,17
6759,8410737.674,14,119,18
6760,8410827.608,12,120,19
6761,8411813.610,114,119,18
6762,8412540.001,71,127,17
6763,8415535.452,24,122,17
6764,8415577.080,121,120,18
6765,8416527.865,36,122,18
6766,8418068.213,33,122,17
6767,8419030.725,87,123,18
6768,8419920.055,26,120,18
6769,8421919.281,19,133,18
6770,8424787.623,81,121,18
6771,8426689.441,49,126,18
6772,8426751.858,32,123,16
6773,8427379.900,75,125,18
6774,8428414.115,109,113,18
6775,8429644.636,50,119,18
6776,8430446.124,36,126,17
6777,8431168.856,71,121,17
6778,8434375.174,15,128,17
6779,8435065.924,57,121,16
6780,8436350.108,79,128,18
6781,8438242.067,31,129,18
6782,8439555.910,41,120,16
6783,8440151.742,43,122,18
6784,8443160.412,100,122,18
6785,8444747.026,43,122,18
6786,8445288.354,49,128,17
6787,8448697.114,110,121,18
6788,8449855.967,54,120,17
6789,8455640.771,76,116,16
6790,8456761.623,80,124,18
6791,8457248.614,16,126,18
6792,8457310.902,22,116,18
6793,8458965.761,22,124,17
6794,8461236.485,65,120,18
6795,8461507.820,26,129,17
6796,8461538.096,32,128,18
6797,8461655.502,43,120,18
6798,8462117.612,22,122,18
6799,8466022.554,54,121,18
6800,8467547.518,42,118,18
6801,8468328.160,28,124,18
6802,8469110.105,59,122,18
6803,8469640.165,33,118,18
6804,8470812.751,17,122,16
6805,8473856.711,30,119,18
6806,8474146.467,23,134,17
6807,8475375.310,35,124,18
6808,8478543.998,40,124,17
6809,8480062.559,18,119,17
6810,8480915.023,27,130,17
6811,8483360.821,85,129,18
6812,8484497.799,54,123,17
6813,8485335.871,156,121,18
6814,8487755.711,33,123,16
6815,8489402.953,28,115,17
6816,8490069.808,44,124,18
6817,8490360.454,36,123,18
6818,8490464.345,65,125,18
6819,8491382.362,17,126,18
6820,8491725.930,27,122,16
6821,8493586.297,13,123,18
6822,8493705.905,64,134,18
6823,8494665.530,20,126,17
6824,8494820.606,23,121,18
6825,8494871.453,22,120,17
6826,8495193.226,59,134,18
6827,8495989.803,22,119,18
6828,8496092.611,35,117,16
6829,8496215.711,20,125,17
6830,8500795.304,76,115,18
6831,8500861.611,11,131,16
6832,8500888.143,28,112,16
6833,8504944.840,40,124,18
6834,8506022.555,124,118,18
6835,8508692.869,28,119,17
6836,8509803.938,12,123,16
6837,8509899.860,18,124,16
6838,8513279.526,46,117,18
6839,8513910.394,109,127,18
6840,8514946.053,12,120,17
6841,8515170.916,28,119,17
6842,8515912.223,38,120,18
6843,8517399.958,64,120,16
6844,8517444.401,15,127,18
6845,8518216.610,47,119,18
6846,8520660.710,19,121,17
6847,8521407.759,16,123,17
6848,8524183.563,77,122,18
6849,8524235.179,12,123,17
6850,8526168.952,54,119,18
6851,8526870.228,58,122,18
6852,8528990.566,29,122,16
6853,8530388.865,25,115,18
6854,8532280.911,108,121,18
6855,8532424.669,46,116,18
6856,8533147.122,67,115,18
6857,8534032.672,30,129,18
6858,8535608.430,54,123,18
6859,8536136.787,27,120,18
6860,8539943.508,63,117,18
6861,8540928.397,37,120,18
6862,8543442.373,53,123,18
6863,8544200.505,63,129,18
6864,8544385.887,21,117,17
6865,8544595.173,17,126,18
6866,8544858.683,43,115,18
6867,8546667.882,27,123,16
6868,8546782.950,72,123,18
6869,8549639.015,21,128,17
6870,8550376.953,86,121,18
6871,8550702.853,82,116,18
6872,8552909.265,12,127,17
6873,8552916.298,16,239,17
6874,8553061.610,21,124,18
6875,8553321.177,49,132,18
6876,8554801.663,43,121,18
6877,8555425.493,95,116,18
6878,8556456.826,50,114,18
6879,8556853.995,76,124,18
6880,8560221.469,26,125,17
6881,8560245.232,18,121,18
6882,8563317.047,73,124,16
6883,8563493.303,15,123,19
6884,8563763.459,19,125,18
6885,8564437.568,32,118,18
6886,8564992.425,65,121,18
6887,8565930.185,22,125,16
6888,8567919.510,27,120,18
6889,8568687.645,22,120,17
6890,8569225.826,77,127,18
6891,8570371.060,19,244,18
6892,8570950.417,38,114,17
6893,8572171.126,31,128,18
6894,8577110.116,52,122,18
6895,8578687.193,38,120,18
6896,8579040.678,67,121,18
6897,8579196.273,27,123,18
6898,8581073.710,71,125,18
6899,8581164.103,18,127,16
6900,8581743.295,54,130,18
6901,8581990.545,20,131,19
6902,8582923.639,17,124,19
6903,8584347.281,30,121,17
6904,8584383.857,19,121,17
6905,8584770.897,26,127,18
6906,8586697.600,30,122,18
6907,8586797.564,35,122,18
6908,8587254.140,109,128,18
6909,8587490.853,51,119,17
6910,8587727.006,45,121,18
6911,8588482.725,77,118,18
6912,8589807.351,45,130,18
6913,8590694.402,25,123,17
6914,8592034.876,80,111,18
6915,8592635.664,15,119,18
6916,8593578.700,25,117,17
6917,8594919.132,63,123,17
6918,8598179.734,13,226,17
6919,8601116.406,46,117,18
6920,8603129.256,52,124,18
6921,8603932.376,22,120,18
6922,8604535.048,23,125,18
6923,8606374.384,17,122,17
6924,8606569.075,13,110,18
6925,8606701.312,22,125,18
6926,8606932.424,33,122,16
6927,8608027.891,42,131,16
6928,8608623.232,16,125,17
6929,8608989.213,32,121,17
6930,8609685.301,18,120,16
6931,8609774.181,28,124,17
6932,8612448.883,38,126,17
6933,8613761.385,30,122,18
6934,8614181.318,27,122,17
6935,8616438.619,47,117,18
6936,8616722.626,66,128,18
6937,8617981.872,106,117,18
6938,8618332.249,34,113,17
6939,8618499.136,43,118,18
6940,8618574.083,16,121,17
6941,8619175.462,33,121,18
6942,8619420.882,102,123,18
6943,8620495.366,133,120,18
6944,8623398.900,54,118,17
6945,8623645.395,66,121,18
6946,8624110.874,92,125,18
6947,8624382.977,56,121,18
6948,8624774.162,41,122,18
6949,8628522.762,24,113,17
6950,8630807.579,21,119,17
6951,8630823.766,50,114,18
6952,8631192.310,45,120,18
6953,8633053.807,156,126,18
6954,8633574.506,111,123,18
6955,8636585.832,110,118,17
6956,8637203.800,87,119,18
6957,8639039.461,23,129,16
6958,8639707.522,22,127,18
6959,8639744.437,71,121,18
6960,8640093.992,23,123,17
6961,8640857.494,75,126,18
6962,8641726.327,45,124,18
6963,8642531.861,59,127,18
6964,8642978.969,33,125,16
6965,8643180.288,26,122,17
6966,8643441.938,26,121,18
6967,8644649.579,14,120,17
6968,8644656.597,10,125,17
6969,8646022.073,78,123,17
6970,8646604.115,29,122,17
6971,8647387.836,18,123,19
6972,8647627.141,12,121,18
6973,8648690.864,16,115,18
6974,8650456.883,23,124,16
6975,8652960.582,49,120,18
6976,8652967.727,73,121,18
6977,8653859.125,23,123,17
6978,8655030.643,70,121,18
6979,8655775.090,65,123,17
6980,8658089.272,109,123,18
6981,8658349.453,14,121,16
6982,8659277.583,62,128,18
6983,8661733.448,17,123,18
6984,8667312.883,83,125,18
6985,8667625.405,18,119,17
6986,8668816.615,52,119,18
6987,8669173.821,25,137,18
6988,8669603.320,53,118,18
6989,8671262.108,40,121,17
6990,8672027.524,27,125,16
6991,8672696.725,17,123,16
6992,8673438.980,73,127,17
6993,8675804.501,47,116,17
6994,8680585.046,20,133,17
6995,8680944.055,13,126,18
6996,8682931.589,76,121,18
6997,8683399.514,18,124,17
6998,8685542.642,19,119,17
6999,8685581.169,48,119,18
7000,8685889.449,30,127,17
7001,8686311.221,19,120,18
7002,8689227.008,48,119,18
7003,8689962.549,19,118,18
7004,8691298.714,46,122,18
7005,8692208.814,46,124,18
7006,8693616.907,40,121,18
7007,8693882.439,38,119,18
7008,8694321.737,49,122,18
7009,8696173.917,44,117,17
7010,8698060.097,26,122,17
7011,8700013.324,94,125,18
7012,8700335.225,22,120,17
7013,8703158.788,82,126,17
7014,8703505.360,49,122,18
7015,8704787.056,53,123,18
7016,8707190.813,36,128,17
7017,8707399.075,22,122,17
7018,8707408.397,18,121,18
7019,8707603.873,14,117,17
7020,8708121.617,25,116,17
7021,8708749.367,32,112,17
7022,8710415.078,15,127,18
7023,8710958.896,100,122,19
7024,8720336.583,27,116,17
7025,8723686.754,24,120,17
7026,8724382.436,264,114,18
7027,8724896.476,34,121,18
7028,8727803.351,52,126,18
7029,8728275.001,13,126,18
7030,8728640.068,71,119,17
7031,8729475.926,43,124,18
7032,8730019.900,39,119,17
7033,8735352.843,41,121,16
7034,8736527.232,27,122,17
7035,8738856.211,32,119,16
7036,8739676.944,44,118,18
7037,8740205.363,27,126,18
7038,8742280.943,43,114,16
7039,8742644.693,45,119,18
7040,8743361.949,21,122,18
7041,8744163.179,217,122,18
7042,8748997.535,33,135,18
7043,8749185.149,17,121,17
7044,8749511.312,24,123,16
7045,8750014.693,34,124,18
7046,8750792.199,26,123,17
7047,8751266.635,83,127,18
7048,8752075.496,17,124,17
7049,8760707.432,68,120,18
7050,8761194.329,29,120,17
7051,8761274.155,106,122,18
7052,8761816.700,34,127,16
7053,8764403.088,19,117,17
7054,8765987.048,37,116,18
7055,8769638.500,22,123,18
7056,8771140.157,44,130,18
7057,8771227.795,54,126,16
7058,8773146.689,19,123,16
7059,8773252.843,24,118,18
7060,8774885.044,153,121,18
7061,8775810.813,118,130,17
7062,8778702.119,39,123,18
7063,8779342.413,36,133,16
7064,8782540.653,56,120,18
7065,8783531.177,14,121,18
7066,8784557.746,37,130,16
7067,8784763.229,19,124,16
7068,8785012.023,74,123,17
7069,8785914.264,107,124,17
7070,8786149.229,39,128,17
7071,8786516.637,16,123,18
7072,8789726.425,82,120,17
7073,8790413.521,96,138,16
7074,8792342.623,34,124,17
7075,8795555.939,56,123,18
7076,8796525.020,29,120,16
7077,8797897.048,14,123,18
7078,8798300.199,39,123,19
7079,8799340.233,19,127,16
7080,8801052.688,39,127,19
7081,8802001.581,19,128,17
7082,8805170.864,57,127,18
7083,8806244.695,24,128,18
7084,8806346.109,19,121,17
7085,8806681.976,46,114,16
7086,8807256.874,20,114,18
7087,8811108.180,21,115,17
7088,8811199.152,66,117,17
7089,8811291.053,51,119,18
7090,8815359.359,25,120,18
7091,8821247.031,74,124,18
7092,8822404.040,14,117,16
7093,8822513.221,36,120,18
7094,8826240.649,26,124,18
7095,8826530.016,152,120,17
7096,8826898.479,15,131,19
7097,8826923.305,31,126,19
7098,8827708.241,87,119,18
7099,8828080.965,41,122,18
7100,8828628.072,67,123,18
7101,8828858.695,60,125,18
7102,8829346.221,18,123,17
7103,8829733.391,102,126,17
7104,8831599.251,33,122,18
7105,8831795.810,34,120,18
7106,8834152.715,72,126,18
7107,8835249.925,18,126,17
7108,8836261.762,153,123,18
7109,8841906.308,31,121,16
7110,8842262.252,87,124,17
7111,8843863.468,99,125,18
7112,8843961.773,17,128,17
7113,8844929.619,19,131,16
7114,8847989.672,50,125,17
7115,8848088.276,48,124,18
7116,8850682.906,58,122,18
7117,8851552.820,66,121,18
7118,8851876.306,54,121,18
7119,8852221.230,23,123,17
7120,8854376.313,54,122,18
7121,8854535.923,41,125,17
7122,8854872.030,31,120,18
7123,8858093.014,47,127,17
7124,8858885.142,19,121,16
7125,8859197.364,19,123,17
7126,8862109.518,16,128,16
7127,8864399.786,20,122,16
7128,8865561.080,16,240,17
7129,8865760.121,36,119,17
7130,8866213.052,54,125,17
7131,8866325.669,16,124,16
7132,8866350.397,20,127,17
7133,8869029.750,143,125,18
7134,8869169.813,39,123,17
7135,8869966.831,20,113,17
7136,8871887.874,15,230,17
7137,8871905.700,40,121,17
7138,8874185.175,52,123,18
7139,8876996.670,49,122,18
7140,8878856.871,94,124,18
7141,8878990.461,26,124,18
7142,8879329.796,50,114,18
7143,8879426.061,48,125,17
7144,8881166.258,30,122,17
7145,8881595.693,11,120,17
7146,8882371.126,40,124,16
7147,8882862.868,48,129,17
7148,8883444.407,60,125,18
7149,8884247.007,23,117,17
7150,8885636.407,70,129,17
7151,8886101.546,54,128,18
7152,8886790.485,55,125,18
7153,8886852.436,20,120,18
7154,8887245.019,24,125,17
7155,8887704.892,28,121,17
7156,8888690.048,126,125,17
7157,8889938.290,37,127,18
7158,8890293.902,29,125,17
7159,8891543.688,17,121,18
7160,8894073.485,61,122,18
7161,8895232.550,27,126,16
7162,8895673.880,27,123,17
7163,8896155.284,54,122,18
7164,8897433.149,39,124,18
7165,8897820.509,39,126,16
7166,8898132.558,14,124,18
7167,8901980.713,20,128,17
7168,8902931.426,67,124,18
7169,8903228.673,21,123,16
7170,8905203.526,20,123,18
7171,8907125.725,19,120,17
7172,8907243.418,105,122,17
7173,8909456.566,17,121,17
7174,8913452.106,19,121,18
7175,8914363.747,84,117,18
7176,8915475.656,16,126,17
7177,8918526.515,13,118,16
7178,8919589.206,24,128,17
7179,8919845.389,18,120,17
7180,8920237.918,51,117,17
7181,8921933.802,35,121,16
7182,8922604.631,32,119,17
7183,8926098.768,84,117,17
7184,8928564.610,25,124,16
7185,8929283.518,24,123,17
7186,8930332.665,56,128,16
7187,8930590.594,54,120,17
7188,8933581.673,28,120,17
7189,8934317.799,64,128,18
7190,8938574.925,42,122,18
7191,8939740.702,24,124,16
7192,8939831.370,17,122,17
7193,8939946.910,38,119,18
7194,8940162.940,18,120,17
7195,8943037.455,45,121,18
7196,8943408.826,27,130,17
7197,8946029.001,87,116,18
7198,8946682.597,48,114,18
7199,8949324.859,14,125,17
7200,8949801.513,43,129,17
7201,8950004.022,11,123,17
7202,8954258.847,17,128,17
7203,8954426.954,22,122,17
7204,8954492.172,17,116,18
7205,8955606.916,21,122,16
7206,8956008.606,22,122,18
7207,8956331.203,68,120,17
7208,8959131.910,64,132,18
7209,8959417.441,13,120,18
7210,8961495.253,22,120,16
7211,8963162.340,44,119,18
7212,8965298.321,49,122,17
7213,8968065.848,25,128,17
7214,8969855.046,51,119,17
7215,8970107.343,27,118,17
7216,8970159.966,19,124,17
7217,8971584.372,22,118,17
7218,8972498.136,16,123,18
7219,8976426.562,47,115,18
7220,8976828.115,18,124,17
7221,8976887.887,57,117,19
7222,8976994.829,22,120,17
7223,8977555.886,59,123,18
7224,8977737.135,39,122,18
7225,8980776.382,46,119,18
7226,8981235.269,85,125,18
7227,8982107.171,49,123,18
7228,8982535.715,11,115,16
7229,8983279.833,10,129,18
7230,8985158.394,100,119,18
7231,8986335.747,40,123,18
7232,8986397.478,24,124,18
7233,8988981.744,43,121,18
7234,8990458.888,37,113,17
7235,8990742.490,20,126,18
7236,8991059.061,117,229,18
7237,8991777.386,12,133,17
7238,8993008.388,14,130,16
7239,8993143.948,21,122,18
7240,8996312.629,89,126,19
7241,8996726.129,48,120,18
7242,8999549.147,29,113,17
7243,8999705.761,41,121,18
7244,9002923.389,60,125,18
7245,9003511.633,54,114,18
7246,9006929.568,96,123,17
7247,9007567.754,18,121,18
7248,9008280.119,57,130,18
7249,9008861.968,38,124,19
7250,9009222.804,61,123,17
7251,9009504.082,12,120,18
7252,9010292.888,60,120,18
7253,9011257.897,46,123,18
7254,9011427.042,22,118,18
7255,9013622.537,42,135,18
7256,9015638.409,52,122,18
7257,9017611.124,31,126,16
7258,9018587.974,34,118,18
7259,9020679.497,17,118,17
7260,9021117.806,54,123,18
7261,9022404.303,141,120,18
7262,9022428.992,18,118,16
7263,9023372.371,33,128,18
7264,9025834.003,27,120,18
7265,9026251.771,22,124,17
7266,9028622.837,20,126,18
7267,9028750.675,67,114,18
7268,9028839.813,58,118,18
7269,9029939.455,14,123,18
7270,9031438.712,16,115,18
7271,9031642.473,20,124,17
7272,9032675.124,104,124,18
7273,9035978.097,63,125,18
7274,9036471.670,46,119,18
7275,9037307.419,19,125,16
7276,9038327.357,35,124,18
7277,9040441.458,16,129,17
7278,9042620.540,20,124,16
7279,9042808.406,21,115,16
7280,9043463.496,56,128,18
7281,9044497.019,43,124,18
7282,9044882.795,21,117,18
7283,9045013.413,18,121,16
7284,9045030.181,24,121,18
7285,9045414.083,54,119,18
7286,9045911.794,40,118,18
7287,9046801.558,39,120,18
7288,9048073.071,57,126,19
7289,9048982.820,66,116,16
7290,9049101.970,66,125,18
7291,9050576.120,35,123,18
7292,9050791.466,28,121,18
7293,9050840.863,23,123,18
7294,9051021.405,18,127,16
7295,9051756.635,58,123,17
7296,9053110.332,23,114,18
7297,9053431.766,86,117,17
7298,9054567.710,47,125,17
7299,9061330.485,54,124,18
7300,9061568.692,23,123,18
7301,9062787.974,43,119,18
7302,9063204.242,23,118,18
7303,9064149.070,21,118,17
7304,9064743.020,18,125,17
7305,9065318.723,25,123,17
7306,9066556.900,102,121,18
7307,9069092.011,122,123,18
7308,9069436.473,110,120,18
7309,9071400.985,21,119,17
7310,9071466.218,104,124,18
7311,9074135.146,22,127,16
7312,9074136.246,22,124,16
7313,9075959.827,19,119,16
7314,9078026.326,87,131,18
7315,9080198.014,46,122,17
7316,9080830.739,20,126,16
7317,9083131.004,98,119,17
7318,9084125.726,37,120,18
7319,9084379.112,48,125,17
7320,9086371.502,17,125,17
7321,9086861.299,50,121,17
7322,9087044.306,23,120,18
7323,9087130.886,69,120,18
7324,9087225.751,22,119,16
7325,9090973.214,18,115,16
7326,9091229.711,129,125,18
7327,9091970.341,70,120,18
7328,9093731.351,49,122,18
7329,9094424.676,20,118,17
7330,9094533.248,20,121,18
7331,9096306.576,41,121,16
7332,9097768.049,25,122,16
7333,9098048.896,42,122,17
7334,9098665.359,48,119,18
7335,9100398.233,32,126,18
7336,9101449.280,21,114,18
7337,9101455.817,27,118,18
7338,9103502.512,43,122,18
7339,9103636.809,18,120,16
7340,9104177.039,22,127,16
7341,9104210.620,63,122,18
7342,9104514.366,50,129,18
7343,9104828.650,42,128,18
7344,9105614.958,75,126,18
7345,9110221.309,41,123,18
7346,9110266.382,22,124,16
7347,9110598.106,33,126,17
7348,9110655.621,26,126,18
7349,9113130.028,19,126,17
7350,9114550.749,17,129,17
7351,9114958.257,93,124,17
7352,9115124.180,140,122,17
7353,9115730.791,76,122,18
7354,9116388.349,23,125,16
7355,9116684.125,22,113,19
7356,9118094.281,26,124,16
7357,9120298.358,12,123,18
7358,9120463.459,59,129,18
7359,9120885.066,69,120,16
7360,9121132.432,20,127,19
7361,9121526.025,24,118,16
7362,9122041.169,18,122,18
7363,9122128.698,18,120,16
7364,9122614.775,75,120,18
7365,9122744.230,21,123,17
7366,9123458.017,45,124,17
7367,9125591.302,99,122,18
7368,9125785.768,48,122,18
7369,9126701.862,34,122,17
7370,9130653.022,42,123,17
7371,9133441.642,24,128,17
7372,9134144.716,29,125,16
7373,9135690.268,61,122,18
7374,9137277.560,56,120,18
7375,9138223.695,24,127,16
7376,9138700.311,28,123,18
7377,9138912.286,35,126,18
7378,9138936.166,19,126,19
7379,9140917.785,69,122,18
7380,9141934.321,18,120,17
7381,9144311.668,53,119,18
7382,9146134.969,19,123,17
7383,9146238.348,38,130,18
7384,9147072.084,104,122,18
7385,9147782.354,25,122,17
7386,9149232.182,39,116,17
7387,9152334.353,17,128,16
7388,9152443.894,52,123,18
7389,9154468.393,20,126,17
7390,9154987.523,48,119,18
7391,9156124.833,64,114,17
7392,9156503.311,43,128,18
7393,9157362.685,16,122,17
7394,9160699.824,15,122,18
7395,9162108.482,110,122,18
7396,9162620.029,23,127,16
7397,9162994.785,53,122,17
7398,9165104.655,125,132,18
7399,9166289.251,59,121,18
7400,9166577.506,141,117,18
7401,9166614.189,52,131,16
7402,9168962.430,162,128,18
7403,9169931.417,77,124,18
7404,9170552.430,30,123,18
7405,9171957.777,23,120,17
7406,9172248.567,67,124,18
7407,9172271.715,21,123,16
7408,9172481.954,37,123,18
7409,9172824.989,86,125,18
7410,9173035.175,17,121,18
7411,9173229.871,15,116,19
7412,9177277.348,20,129,16
7413,9178499.688,15,124,18
7414,9178675.896,30,125,19
7415,9178991.402,57,121,18
7416,9179771.510,46,126,18
7417,9180545.931,49,126,17
7418,9183874.293,97,120,18
7419,9184307.308,28,117,18
7420,9185451.940,42,128,18
7421,9185946.838,33,125,18
7422,9186212.697,41,123,18
7423,9186542.159,13,120,18
7424,9188930.142,15,121,16
7425,9190029.112,107,121,18
7426,9193260.637,41,119,18
7427,9193268.765,60,124,18
7428,9193541.964,15,116,18
7429,9194152.268,46,122,18
7430,9195481.953,46,116,18
7431,9198492.408,34,129,18
7432,9199253.022,48,129,18
7433,9200998.909,34,124,17
7434,9202873.310,62,121,18
7435,9204567.995,83,114,17
7436,9205396.429,24,126,18
7437,9206651.910,57,122,18
7438,9207473.189,15,124,16
7439,9210580.483,19,119,17
7440,9210806.054,41,129,17
7441,9213719.022,25,138,18
7442,9214140.344,118,121,18
7443,9214652.967,72,121,18
7444,9214951.820,66,116,18
7445,9216129.769,63,123,16
7446,9216134.326,52,123,18
7447,9216518.167,51,125,18
7448,9216923.804,16,124,17
7449,9217983.398,34,121,16
7450,9223618.139,24,131,17
7451,9224954.602,49,126,18
7452,9225611.417,89,122,18
7453,9226486.769,27,119,18
7454,9227815.527,29,113,16
7455,9228584.590,53,125,18
7456,9229431.889,44,119,18
7457,9230359.864,33,126,18
7458,9234063.692,57,120,18
7459,9234332.077,96,125,18
7460,9237409.396,27,122,18
7461,9238666.535,52,122,18
7462,9238929.045,43,113,17
7463,9240001.575,53,125,18
7464,9241565.893,23,124,16
7465,9245457.096,284,122,18
7466,9246728.767,79,124,18
7467,9247042.819,29,124,17
7468,9248317.914,133,125,18
7469,9249963.419,53,123,18
7470,9255271.270,45,236,18
7471,9255483.859,27,123,17
7472,9259611.543,45,114,18
7473,9259717.781,152,119,18
7474,9262977.570,97,121,16
7475,9263880.786,62,117,18
7476,9267721.355,12,119,17
7477,9268272.355,12,175,18
7478,9269182.176,30,119,18
7479,9269300.161,19,120,17
7480,9269712.932,106,126,18
7481,9270838.484,19,126,18
7482,9271590.628,67,128,18
7483,9272752.332,20,125,18
7484,9273209.803,37,118,17
7485,9273368.592,27,119,17
7486,9274230.357,48,124,18
7487,9277045.905,82,118,17
7488,9278202.082,28,116,16
7489,9279978.388,57,117,16
7490,9280340.555,47,125,17
7491,9283272.074,42,124,18
7492,9284099.807,18,123,17
7493,9285156.746,28,119,18
7494,9285370.776,25,135,18
7495,9285641.498,48,125,17
7496,9286276.289,43,121,18
7497,9286627.307,18,126,17
7498,9287074.209,45,122,17
7499,9287431.104,14,124,18
7500,9288156.238,64,115,18
7501,9290473.637,43,127,16
7502,9294109.965,35,119,19
7503,9294847.130,23,126,17
7504,9295808.918,42,122,17
7505,9298417.577,41,124,18
7506,9299346.503,95,127,18
7507,9299916.365,72,125,18
7508,9300661.450,61,121,18
7509,9301657.769,30,120,18
7510,9302798.066,12,129,18
7511,9303116.109,52,124,18
7512,9306550.808,17,121,17
7513,9306627.306,41,124,18
7514,9309541.029,40,127,18
7515,9310591.270,107,126,18
7516,9312504.712,67,122,16
7517,9312555.575,13,114,19
7518,9312593.148,17,127,17
7519,9313322.879,43,118,18
7520,9313483.722,26,124,18
7521,9314357.695,52,122,18
7522,9315282.750,19,132,18
7523,9315529.412,146,124,18
7524,9316100.401,68,235,18
7525,9317797.119,43,131,18
7526,9318125.371,34,116,18
7527,9318164.539,55,121,18
7528,9319077.951,43,114,18
7529,9323129.535,27,236,17
7530,9326618.820,44,112,18
7531,9326940.633,14,122,18
7532,9328585.907,15,123,17
7533,9331173.087,29,229,17
7534,9331519.145,24,241,16
7535,9331921.576,13,126,16
7536,9333849.829,112,124,18
7537,9335567.732,52,120,17
7538,9335916.167,116,126,16
7539,9336254.262,22,131,17
7540,9336960.713,47,126,18
7541,9337136.118,51,125,18
7542,9337534.433,26,121,17
7543,9337537.035,64,122,18
7544,9338974.331,119,114,18
7545,9339040.004,25,131,19
7546,9339284.144,14,124,16
7547,9342250.230,19,123,16
7548,9344404.518,24,121,16
7549,9344922.106,22,121,18
7550,9346123.234,39,127,18
7551,9347463.080,26,122,17
7552,9348078.312,23,119,17
7553,9348441.592,42,122,18
7554,9348788.715,71,126,18
7555,9348818.488,39,128,17
7556,9348830.553,41,122,18
7557,9349072.671,29,123,18
7558,9350035.749,25,128,18
7559,9350631.012,68,123,18
7560,9355498.164,13,125,18
7561,9356252.820,24,137,17
7562,9358128.613,67,119,18
7563,9359276.142,15,129,18
7564,9359853.686,112,122,16
7565,9360135.463,17,124,17
7566,9360798.726,59,124,18
7567,9361141.266,24,119,17
7568,9362651.002,70,120,18
7569,9363351.707,35,125,18
7570,9364548.195,30,128,17
7571,9364852.475,20,125,17
7572,9365300.629,10,127,17
7573,9369058.185,99,122,17
7574,9369190.054,52,120,18
7575,9369447.524,29,121,17
7576,9369979.410,21,120,18
7577,9373986.518,132,125,18
7578,9374269.255,19,117,17
7579,9375285.909,27,120,17
7580,9376386.342,18,118,17
7581,9378970.628,41,125,16
7582,9379039.956,28,117,18
7583,9379785.593,63,126,18
7584,9381731.962,22,117,17
7585,9383907.623,29,120,17
7586,9384031.786,20,120,17
7587,9384796.188,15,117,17
7588,9385351.276,12,116,17
7589,9386204.588,16,119,17
7590,9392240.444,18,122,16
7591,9393654.487,32,119,18
7592,9395498.646,22,123,16
7593,9395573.448,44,125,18
7594,9395725.654,11,123,17
7595,9395975.311,62,124,17
7596,9397494.976,103,113,17
7597,9397817.245,51,253,18
7598,9399284.639,14,123,18
7599,9400200.421,42,120,18
7600,9401334.150,25,124,18
7601,9402105.214,36,123,18
7602,9402986.566,34,116,17
7603,9405440.773,63,119,18
7604,9407545.010,29,130,17
7605,9408214.196,17,120,18
7606,9410445.043,51,127,18
7607,9410580.917,122,135,18
7608,9410869.822,52,119,18
7609,9411229.575,91,122,18
7610,9414408.099,19,115,17
7611,9415947.248,22,131,18
7612,9418198.336,13,124,18
7613,9418415.732,57,115,18
7614,9420773.163,63,114,18
7615,9421314.962,105,121,18
7616,9423352.863,157,124,18
7617,9423847.107,18,122,17
7618,9424730.415,36,123,18
7619,9426884.274,17,121,17
7620,9427113.460,75,124,18
7621,9428643.656,22,118,18
7622,9429205.428,24,121,17
7623,9429460.578,19,122,17
7624,9429918.309,71,123,18
7625,9430276.538,45,124,18
7626,9431695.506,21,125,17
7627,9433261.760,15,123,17
7628,9434723.307,50,116,17
7629,9437561.823,68,120,17
7630,9438043.483,111,122,17
7631,9442095.015,11,115,17
7632,9442402.983,71,130,18
7633,9442705.467,37,123,16
7634,9443422.378,22,121,17
7635,9445461.537,63,128,16
7636,9446104.204,17,123,16
7637,9449806.792,37,119,17
7638,9450666.576,25,113,17
7639,9452131.245,80,120,16
7640,9456056.017,27,127,17
7641,9456160.435,30,121,17
7642,9457663.635,13,121,17
7643,9457901.651,57,118,17
7644,9458292.227,36,124,17
7645,9458656.998,28,125,18
7646,9460475.776,42,122,18
7647,9460484.976,24,131,17
7648,9461463.279,73,122,17
7649,9461754.459,55,121,17
7650,9463341.644,45,123,19
7651,9463583.969,27,126,18
7652,9463754.986,46,120,18
7653,9466625.168,19,121,17
7654,9467710.277,44,125,17
7655,9467811.042,24,127,17
7656,9467812.761,29,119,16
