# Données du premier détecteur
# Index,temps(ms), tension(mV), temps mort cumulatif (ms), température
12490,15314807.022,61,121,17
12491,15316324.922,32,126,17
12492,15316468.442,20,123,17
12493,15317139.611,119,121,16
12494,15318307.192,19,122,17
12495,15320678.878,57,124,17
12496,15324315.861,17,120,19
12497,15325578.454,39,120,17
12498,15325964.983,19,122,16
12499,15328081.291,41,118,17
12500,15328291.372,21,118,18
12501,15328437.100,64,120,17
12502,15331159.354,62,121,17
12503,15331723.466,22,119,17
12504,15332697.720,26,124,17
12505,15332848.770,17,122,17
12506,15334099.818,48,123,17
12507,15334258.469,48,122,17
12508,15335027.140,23,127,18
12509,15335143.999,45,120,17
12510,15336837.708,28,122,17
12511,15338435.264,44,122,16
12512,15338783.875,66,125,17
12513,15340635.841,47,121,17
12514,15342735.883,246,121,16
12515,15343334.673,24,126,17
12516,15344021.646,36,119,17
12517,15344479.670,20,133,16
12518,15346071.664,69,126,17
12519,15346275.024,32,123,17
12520,15350285.152,46,121,17
12521,15350677.742,95,120,17
12522,15352267.999,21,122,16
12523,15354146.918,45,120,17
12524,15354705.980,39,119,17
12525,15356420.361,68,123,17
12526,15356984.307,24,118,17
12527,15358972.761,38,118,17
12528,15361761.573,73,119,17
12529,15362481.142,17,128,17
12530,15363628.854,38,124,17
12531,15364775.602,46,126,17
12532,15364815.902,51,124,17
12533,15365552.018,50,127,17
12534,15366340.449,50,125,17
12535,15366778.005,19,124,17
12536,15367185.525,21,127,17
12537,15367709.213,53,124,17
12538,15367811.184,16,127,18
12539,15368930.666,25,124,17
12540,15370284.341,183,126,17
12541,15372771.895,35,123,16
12542,15373390.979,40,131,17
12543,15374020.622,22,126,17
12544,15374613.422,109,125,17
12545,15374869.889,16,126,18
12546,15375171.508,200,122,17
12547,15377522.495,183,124,18
12548,15379196.911,21,121,16
12549,15379830.252,53,123,19
12550,15380002.134,52,122,17
12551,15385555.572,50,120,17
12552,15387836.993,17,123,18
12553,15388119.519,144,120,17
12554,15388389.652,46,127,17
12555,15388938.195,26,124,16
12556,15390021.971,41,133,17
12557,15391233.729,80,124,17
12558,15391560.572,20,134,16
12559,15392295.792,21,122,16
12560,15394032.362,88,123,16
12561,15397396.103,26,131,18
12562,15397671.227,16,123,17
12563,15397759.764,22,127,16
12564,15398282.991,21,123,17
12565,15399016.817,30,123,17
12566,15399447.891,18,126,16
12567,15400663.535,104,133,18
12568,15401050.406,69,125,17
12569,15401291.887,17,123,16
12570,15402443.867,41,122,18
12571,15402671.814,20,123,18
12572,15402767.236,101,120,17
12573,15404274.586,19,120,17
12574,15404717.475,62,119,17
12575,15405066.683,48,124,17
12576,15405424.476,61,119,17
12577,15405973.439,242,120,17
12578,15410511.032,48,123,16
12579,15410891.869,61,121,18
12580,15411179.017,22,128,17
12581,15411823.367,29,125,17
12582,15412960.607,51,122,17
12583,15413472.643,19,122,17
12584,15414408.824,26,122,17
12585,15415146.681,72,124,18
12586,15417830.952,69,122,17
12587,15418508.783,23,124,16
12588,15419088.852,17,124,18
12589,15420019.910,121,121,17
12590,15420271.484,82,121,17
12591,15421631.264,16,121,17
12592,15422271.770,26,128,18
12593,15423223.589,41,122,17
12594,15423514.509,49,122,17
12595,15424655.685,47,123,17
12596,15424683.225,26,119,16
12597,15425109.362,32,119,17
12598,15425472.778,17,123,17
12599,15425806.950,72,117,17
12600,15426569.000,113,120,17
12601,15429264.241,34,118,16
12602,15429740.653,54,121,17
12603,15429918.131,17,119,17
12604,15432072.588,29,121,17
12605,15434416.965,67,129,17
12606,15435402.127,48,122,17
12607,15437009.603,59,121,17
12608,15438396.502,24,122,18
12609,15438790.510,51,125,17
12610,15438901.534,43,121,18
12611,15439211.665,109,122,18
12612,15440986.170,21,124,18
12613,15445366.344,187,122,17
12614,15445634.748,53,121,17
12615,15446111.056,35,121,16
12616,15447435.559,24,124,19
12617,15447545.035,27,134,16
12618,15452333.256,90,127,17
12619,15453885.029,20,120,18
12620,15456252.340,31,120,17
12621,15457585.035,28,120,18
12622,15457801.539,43,124,16
12623,15458102.317,56,119,17
12624,15458784.126,23,119,17
12625,15459737.925,24,125,19
12626,15460305.403,17,117,17
12627,15460834.088,23,119,17
12628,15463143.111,64,119,16
12629,15463500.294,32,121,18
12630,15463923.435,49,127,17
12631,15463947.733,22,129,18
12632,15464865.041,35,122,17
12633,15468193.209,25,124,17
12634,15469352.716,62,136,17
12635,15470735.566,64,124,17
12636,15471229.748,50,131,18
12637,15473551.838,15,123,17
12638,15474084.395,20,123,18
12639,15476297.333,61,125,17
12640,15477865.509,51,124,17
12641,15480383.738,109,126,17
12642,15481196.683,47,128,17
12643,15481339.470,21,131,16
12644,15483407.847,39,123,17
12645,15483567.860,21,121,17
12646,15484562.456,18,124,17
12647,15485429.407,26,121,18
12648,15486070.650,66,124,17
12649,15486957.248,16,125,19
12650,15487891.225,20,127,16
12651,15488265.886,80,122,17
12652,15488500.765,20,121,17
12653,15488555.832,82,126,17
12654,15491509.221,21,124,16
12655,15491849.707,26,131,17
12656,15492981.229,19,124,18
12657,15493406.214,28,133,17
12658,15494911.162,117,124,17
12659,15495720.030,55,123,17
12660,15497669.063,39,129,17
12661,15499655.405,25,124,16
12662,15500217.115,38,126,17
12663,15500753.384,50,123,16
12664,15501673.136,20,130,17
12665,15501906.484,20,123,18
12666,15502420.951,119,128,17
12667,15504732.922,28,122,16
12668,15505356.064,28,136,18
12669,15506227.230,41,117,16
12670,15507598.711,92,118,17
12671,15509049.712,16,117,18
12672,15509236.189,81,120,17
12673,15510282.869,38,117,18
12674,15510680.862,35,117,17
12675,15511517.861,23,121,17
12676,15514267.129,43,115,16
12677,15516891.374,24,116,18
12678,15519726.432,62,116,17
12679,15519979.427,23,120,18
12680,15522349.364,21,125,17
12681,15522558.150,76,122,16
12682,15523659.455,15,123,17
12683,15525367.339,59,123,17
12684,15526779.109,50,121,17
12685,15527170.329,45,128,17
12686,15527504.793,50,121,16
12687,15528650.735,30,121,17
12688,15529218.909,43,122,17
12689,15534439.343,40,125,17
12690,15534518.926,56,122,17
12691,15535999.823,29,121,16
12692,15538158.623,43,125,18
12693,15538470.509,17,123,18
12694,15543295.798,22,121,17
12695,15543554.371,40,122,18
12696,15544239.791,101,124,18
12697,15545461.328,26,120,16
12698,15546320.927,53,119,17
12699,15547292.053,44,122,17
12700,15547393.727,29,118,18
12701,15548231.832,33,118,17
12702,15549119.714,57,120,17
12703,15550100.127,43,121,16
12704,15550309.535,46,119,17
12705,15553965.434,19,122,18
12706,15554009.382,17,123,18
12707,15554925.722,16,123,18
12708,15555296.479,51,121,17
12709,15556668.421,17,125,17
12710,15564155.251,64,120,17
12711,15565290.112,50,122,17
12712,15566257.937,15,121,18
12713,15566381.766,27,125,16
12714,15567008.943,22,121,17
12715,15568350.214,37,121,17
12716,15571781.076,52,125,17
12717,15572434.872,73,121,17
12718,15573339.582,27,132,17
12719,15573613.109,20,125,18
12720,15575331.556,65,123,18
12721,15577821.818,38,121,17
12722,15578955.501,45,120,17
12723,15578979.068,120,122,17
12724,15579374.592,42,119,18
12725,15580462.357,104,119,17
12726,15582667.670,30,123,18
12727,15583351.459,20,119,17
12728,15583544.203,54,118,16
12729,15583703.421,19,119,16
12730,15586785.141,82,122,17
12731,15587487.632,120,126,17
12732,15589182.381,17,128,17
12733,15590130.504,95,124,17
12734,15590341.846,45,124,19
12735,15590781.385,19,127,18
12736,15593363.685,57,124,17
12737,15594454.404,51,127,17
12738,15597504.666,40,127,18
12739,15597898.336,17,126,17
12740,15598876.569,81,123,17
12741,15599840.356,20,132,17
12742,15603075.529,20,122,18
12743,15603161.981,64,127,17
12744,15608076.603,24,126,16
12745,15608827.473,35,124,18
12746,15610352.213,39,128,16
12747,15611378.884,57,122,17
12748,15613286.280,20,124,17
12749,15614441.610,15,122,17
12750,15614487.744,18,120,17
12751,15615007.042,155,123,18
12752,15616600.017,57,123,18
12753,15617841.260,55,123,17
12754,15618408.041,57,121,17
12755,15620250.598,57,124,17
12756,15621663.979,34,132,17
12757,15622119.599,66,127,17
12758,15622474.518,19,124,18
12759,15623343.978,22,123,17
12760,15629056.446,20,128,17
12761,15630422.606,17,123,16
12762,15630596.630,78,126,16
12763,15631437.982,104,127,17
12764,15632624.106,71,126,18
12765,15632954.577,24,123,18
12766,15634051.549,43,123,18
12767,15635395.903,15,126,18
12768,15638143.852,24,133,17
12769,15639507.672,57,126,17
12770,15641098.949,200,122,17
12771,15642297.505,16,124,16
12772,15642367.420,15,123,18
12773,15642625.050,25,120,18
12774,15645334.493,38,119,17
12775,15646812.736,26,120,17
12776,15651228.004,45,123,17
12777,15653182.638,20,121,17
12778,15653592.654,43,119,17
12779,15653774.389,42,122,17
12780,15658373.001,22,120,16
12781,15660060.893,27,126,17
12782,15660408.362,21,125,17
12783,15660723.295,53,123,17
12784,15662087.438,57,122,17
12785,15663995.514,43,123,17
12786,15666592.832,16,125,18
12787,15669381.218,52,121,17
12788,15671120.110,49,122,17
12789,15671541.514,29,124,16
12790,15672812.024,31,122,17
12791,15674157.142,112,121,17
12792,15676299.279,28,121,18
12793,15676373.498,58,128,17
12794,15676736.161,20,122,17
12795,15677293.237,38,121,17
12796,15679312.020,90,125,17
12797,15680520.263,35,120,17
12798,15680610.996,34,120,18
12799,15680702.019,48,123,18
12800,15680728.287,64,118,17
12801,15682168.222,57,119,17
12802,15682666.519,55,120,17
12803,15683238.239,41,121,16
12804,15685763.527,23,119,17
12805,15686158.497,18,119,17
12806,15686432.873,19,126,18
12807,15686766.660,19,123,17
12808,15688066.113,21,121,18
12809,15689147.604,113,121,17
12810,15690196.318,35,125,18
12811,15691694.039,20,121,16
12812,15691929.915,24,121,16
12813,15692317.142,31,127,16
12814,15692464.147,39,121,17
12815,15695824.070,71,121,17
12816,15696942.699,48,121,16
12817,15697558.125,19,124,17
12818,15697679.024,22,133,17
12819,15698230.942,144,126,17
12820,15700435.717,53,119,17
12821,15700486.682,15,121,17
12822,15701695.930,47,120,18
12823,15701728.081,109,123,17
12824,15702559.516,121,120,17
12825,15703690.179,101,118,17
12826,15704586.033,32,123,18
12827,15706273.380,16,117,17
12828,15707298.024,18,118,18
12829,15707617.589,36,119,16
12830,15707657.520,21,123,18
12831,15709774.263,18,126,17
12832,15710263.277,104,133,16
12833,15710589.622,55,124,17
12834,15711228.923,22,125,16
12835,15714058.543,24,127,17
12836,15715278.068,39,125,16
12837,15719451.779,51,126,17
12838,15720019.613,26,124,17
12839,15720340.931,19,126,18
12840,15723163.021,58,124,17
12841,15723627.362,19,123,17
12842,15724761.404,19,126,17
12843,15725511.413,17,127,16
12844,15732769.802,23,131,17
12845,15735066.230,50,125,16
12846,15736434.505,20,126,16
12847,15736737.131,48,127,18
12848,15738263.780,42,126,17
12849,15739153.058,117,120,17
12850,15741362.614,16,120,18
12851,15741506.503,20,128,17
12852,15743475.299,21,120,16
12853,15745523.952,20,123,18
12854,15745647.641,99,121,17
12855,15746130.096,20,122,18
12856,15748524.025,19,131,17
12857,15749891.185,45,124,18
12858,15752059.128,45,131,17
12859,15752846.181,64,125,17
12860,15753348.765,20,127,17
12861,15757453.523,181,124,17
12862,15758087.483,15,136,18
12863,15758802.165,71,122,17
12864,15759447.973,50,123,18
12865,15759811.552,15,130,17
12866,15762065.370,23,123,16
12867,15763372.795,76,127,17
12868,15763771.563,20,124,17
12869,15764540.714,49,126,17
12870,15769322.045,19,123,18
12871,15769433.249,15,119,17
12872,15769488.806,48,117,17
12873,15770253.862,16,120,16
12874,15772264.503,33,117,17
12875,15774346.789,16,117,17
12876,15776644.464,42,116,17
12877,15779183.056,20,119,17
12878,15780131.741,41,120,17
12879,15783757.237,50,117,17
12880,15784335.299,15,119,18
12881,15785409.701,23,125,17
12882,15787350.328,101,119,17
12883,15787540.789,16,125,16
12884,15789523.033,20,122,19
12885,15790626.646,42,123,18
12886,15793374.199,19,122,17
12887,15793739.009,15,125,18
12888,15797604.900,36,122,18
12889,15798055.632,18,122,19
12890,15798615.614,27,127,18
12891,15799817.701,69,122,17
12892,15800687.906,21,121,18
12893,15801342.911,27,121,17
12894,15803093.737,93,127,17
12895,15806140.440,42,121,17
12896,15806260.152,43,121,16
12897,15806423.399,92,124,17
12898,15807638.433,18,121,17
12899,15808450.996,22,120,17
12900,15810469.656,57,124,17
12901,15812281.191,33,118,17
12902,15812902.273,210,119,17
12903,15815449.938,17,118,19
12904,15815594.768,43,123,17
12905,15818035.626,35,118,17
12906,15822247.601,32,122,18
12907,15822471.799,21,122,16
12908,15822637.629,53,122,17
12909,15824038.558,68,122,17
12910,15824272.415,18,121,17
12911,15824799.119,76,124,17
12912,15828081.648,72,122,17
12913,15828450.581,32,121,16
12914,15830288.069,41,124,17
12915,15831388.587,20,122,17
12916,15833727.586,109,122,17
12917,15835224.309,109,121,17
12918,15836056.518,17,124,16
12919,15836462.889,21,132,17
12920,15840861.417,17,125,17
12921,15842218.305,67,119,17
12922,15842963.705,22,123,17
12923,15843719.850,53,121,17
12924,15844486.310,21,124,17
12925,15844839.605,17,119,16
12926,15845931.670,19,119,17
12927,15846858.254,16,124,16
12928,15847146.333,16,119,17
12929,15848308.968,36,119,17
12930,15848992.008,59,118,17
12931,15850684.031,17,125,17
12932,15852504.213,27,121,17
12933,15852609.192,48,131,17
12934,15853005.333,30,125,16
12935,15854729.385,49,124,17
12936,15856351.311,28,128,19
12937,15856540.762,38,125,17
12938,15858113.829,66,131,18
12939,15858160.011,43,124,17
12940,15858308.018,25,134,18
12941,15858939.933,72,124,17
12942,15859583.013,45,123,17
12943,15859993.115,19,126,17
12944,15861211.590,16,126,18
12945,15862451.127,21,130,17
12946,15863088.267,25,124,16
12947,15867696.710,19,128,18
12948,15868135.871,50,122,17
12949,15868282.986,16,122,17
12950,15868869.741,34,124,17
12951,15869190.294,17,121,17
12952,15872775.599,42,124,17
12953,15873007.867,22,127,16
12954,15874764.363,49,127,17
12955,15874905.486,49,121,17
12956,15875635.462,23,129,16
12957,15875868.624,201,121,17
12958,15878688.438,69,125,17
12959,15881613.604,19,131,17
12960,15882056.805,80,124,17
12961,15885918.903,53,127,17
12962,15887003.826,52,124,17
12963,15889842.728,112,124,17
12964,15890570.439,27,127,18
12965,15891582.343,52,124,17
12966,15892009.927,41,129,18
12967,15895721.342,19,123,17
12968,15896187.439,18,130,18
12969,15899483.398,45,134,17
12970,15903803.756,18,128,17
12971,15904672.792,23,121,17
12972,15906577.204,43,122,17
12973,15908062.491,25,120,18
12974,15909699.282,23,123,17
12975,15914061.861,43,120,18
12976,15914621.589,17,120,17
12977,15915137.384,40,126,17
12978,15915424.713,54,117,17
12979,15916075.715,15,119,17
12980,15917668.318,17,119,16
12981,15918127.294,46,122,17
12982,15918788.180,61,127,17
12983,15920177.270,21,123,17
12984,15920417.333,16,123,17
12985,15922172.830,23,121,17
12986,15922409.456,43,122,17
12987,15922784.045,59,127,17
12988,15925207.089,47,120,17
12989,15926249.369,21,125,17
12990,15926805.648,22,121,17
12991,15928958.529,19,124,18
12992,15929761.158,24,121,17
12993,15934318.956,51,121,17
12994,15935829.334,28,127,17
12995,15936134.976,50,122,17
12996,15937705.698,18,123,18
12997,15937925.705,16,121,17
12998,15937965.321,21,122,16
12999,15939673.178,19,119,18
13000,15940447.661,69,119,17
13001,15941079.817,58,121,17
13002,15943082.611,69,120,17
13003,15946649.261,59,118,18
13004,15949082.233,64,118,16
13005,15949114.954,25,121,17
13006,15949352.671,26,119,17
13007,15950057.989,27,125,18
13008,15950856.297,53,124,17
13009,15950989.124,62,122,17
13010,15951663.300,154,123,17
13011,15953962.690,80,127,17
13012,15954993.921,18,120,17
13013,15955191.663,21,121,17
13014,15955745.351,29,121,18
13015,15957248.559,47,124,16
13016,15958024.471,44,121,17
13017,15958459.773,35,121,16
13018,15959216.518,62,126,17
13019,15959511.891,21,210,18
13020,15960099.032,39,122,17
13021,15960669.315,31,125,18
13022,15961098.935,25,120,17
13023,15962381.109,22,120,17
13024,15964167.127,45,123,18
13025,15964976.865,46,118,17
13026,15965279.520,15,119,16
13027,15966512.623,242,120,17
13028,15967194.226,30,121,17
13029,15971352.765,28,118,16
13030,15972997.292,143,118,17
13031,15973819.831,20,123,17
13032,15975773.612,58,123,17
13033,15976404.127,76,125,17
13034,15976445.820,56,131,17
13035,15978858.086,62,125,17
13036,15979305.281,24,128,18
13037,15980727.681,45,125,17
13038,15982976.564,59,124,17
13039,15985039.998,145,127,17
13040,15988263.950,19,124,19
13041,15991470.153,25,130,18
13042,15992201.307,61,123,17
13043,15997737.877,61,126,19
13044,15999278.830,48,132,17
13045,15999596.737,48,127,17
13046,16000950.034,80,125,17
13047,16003749.988,17,122,17
13048,16004209.148,46,125,18
13049,16006718.865,65,121,17
13050,16006875.970,33,125,17
13051,16007477.147,23,121,17
13052,16008989.855,64,126,17
13053,16009257.845,17,121,18
13054,16009925.608,52,121,17
13055,16010798.918,47,123,17
13056,16011378.984,31,121,18
13057,16011498.103,43,129,17
13058,16015013.093,18,125,18
13059,16015168.004,82,135,17
13060,16015488.129,55,125,17
13061,16016057.511,16,129,18
13062,16018161.759,19,121,16
13063,16018938.341,16,125,18
13064,16018962.354,16,134,17
13065,16021555.671,28,124,17
13066,16021787.306,57,126,17
13067,16021909.201,72,123,18
13068,16022470.879,20,124,17
13069,16022662.691,54,134,16
13070,16023402.037,26,120,17
13071,16023817.068,85,123,17
13072,16026224.769,33,120,17
13073,16028542.006,95,119,17
13074,16030340.929,18,118,18
13075,16030609.769,95,123,17
13076,16031081.506,37,118,17
13077,16034936.081,15,117,16
13078,16035712.157,61,119,17
13079,16037957.620,26,117,16
13080,16038170.772,26,118,17
13081,16038275.396,30,117,17
13082,16041764.951,43,127,17
13083,16043170.583,23,120,17
13084,16043886.524,30,119,16
13085,16047166.475,15,125,18
13086,16047799.582,25,123,16
13087,16048818.123,27,124,16
13088,16049836.786,51,124,17
13089,16050953.262,16,123,18
13090,16057009.437,36,122,17
13091,16058076.644,15,121,17
13092,16059938.928,57,128,17
13093,16062220.589,17,122,17
13094,16062866.201,115,125,17
13095,16065317.866,18,124,17
13096,16070411.261,97,121,17
13097,16071856.605,76,121,17
13098,16072176.048,43,127,16
13099,16074059.015,46,120,17
13100,16075390.310,25,121,17
13101,16080155.340,22,120,17
13102,16081779.094,17,123,18
13103,16082673.605,47,119,18
13104,16083007.975,88,119,17
13105,16083902.236,37,124,17
13106,16087188.571,20,117,16
13107,16087650.326,19,122,18
13108,16087749.805,64,119,17
13109,16090368.732,24,122,18
13110,16091739.558,16,122,17
13111,16092485.855,21,123,18
13112,16094826.919,43,126,18
13113,16097773.047,58,122,17
13114,16098105.618,19,122,17
13115,16099020.788,17,122,18
13116,16099757.504,132,124,18
13117,16100041.786,126,124,18
13118,16100283.386,119,121,17
13119,16101182.533,33,124,17
13120,16101196.174,61,132,17
13121,16101560.757,26,121,18
13122,16102244.281,41,124,16
13123,16103476.107,109,123,17
13124,16103666.668,72,123,17
13125,16105155.808,48,126,17
13126,16105933.612,21,119,18
13127,16106924.604,22,120,17
13128,16107847.685,17,119,17
13129,16109541.726,71,122,17
13130,16110198.644,20,120,16
13131,16111841.268,130,118,17
13132,16113450.865,18,130,16
13133,16114666.607,19,122,16
13134,16114846.303,31,122,17
13135,16116820.220,38,127,17
13136,16118343.075,42,130,17
13137,16119162.815,17,131,16
13138,16119506.321,17,125,17
13139,16120472.209,66,127,17
13140,16120890.058,18,124,17
13141,16121376.618,48,124,17
13142,16121836.463,87,127,17
13143,16122025.001,19,125,18
13144,16122091.730,43,130,17
13145,16122934.665,82,126,17
13146,16126123.461,18,130,17
13147,16126156.813,17,125,18
13148,16126217.577,51,125,17
13149,16126464.701,20,127,18
13150,16126752.048,28,123,16
13151,16129992.325,68,132,17
13152,16131511.256,31,121,17
13153,16131813.879,15,128,17
13154,16133029.086,29,120,18
13155,16138800.677,31,123,17
13156,16139374.935,15,123,17
13157,16141739.054,39,125,17
13158,16145112.470,61,128,17
13159,16146410.566,66,123,18
13160,16147423.401,19,128,17
13161,16148139.156,54,124,17
13162,16150498.977,59,124,17
13163,16154120.313,20,127,17
13164,16154375.355,61,124,18
13165,16156944.524,76,127,17
13166,16157085.778,38,129,17
13167,16157549.989,36,130,18
13168,16158185.291,32,124,18
13169,16158512.006,51,123,17
13170,16160316.192,26,136,17
13171,16162015.604,25,123,17
13172,16170824.431,39,126,17
13173,16172153.742,61,123,17
13174,16172281.582,19,122,16
13175,16174001.264,17,121,16
13176,16174423.874,19,124,19
13177,16174950.444,21,120,19
13178,16176867.816,23,119,19
13179,16177132.821,61,122,16
13180,16178117.340,16,122,17
13181,16178772.366,19,120,16
13182,16179578.146,24,128,16
13183,16180085.929,16,120,16
13184,16180109.286,69,121,17
13185,16184610.582,20,122,18
13186,16185347.254,24,126,19
13187,16185469.568,50,122,17
13188,16186071.048,145,123,17
13189,16190535.767,20,126,18
13190,16191679.126,20,122,16
13191,16194324.618,18,122,19
13192,16194476.423,42,124,17
13193,16195082.450,23,125,18
13194,16195894.810,23,121,17
13195,16195968.946,23,125,16
13196,16196805.212,47,124,17
13197,16197322.870,27,122,17
13198,16199647.112,16,122,17
13199,16202635.602,33,127,17
13200,16204087.120,23,119,18
13201,16204747.100,90,119,16
13202,16205444.775,53,119,17
13203,16205856.510,78,123,17
13204,16205935.936,57,119,17
13205,16206331.627,68,121,17
13206,16207779.490,23,123,18
13207,16208098.422,42,120,17
13208,16208750.387,15,120,17
13209,16210929.086,50,121,17
13210,16211039.331,22,124,16
13211,16212669.855,109,123,17
13212,16213373.597,32,122,17
13213,16217146.945,26,125,16
13214,16217870.984,26,123,17
13215,16218822.083,33,122,17
13216,16219947.142,71,122,18
13217,16222054.933,39,127,17
13218,16222173.446,53,121,17
13219,16222825.070,20,120,17
13220,16223806.366,34,136,17
13221,16225018.722,28,121,17
13222,16225134.130,22,123,17
13223,16225775.188,51,125,17
13224,16225872.449,21,123,18
13225,16226367.052,17,121,17
13226,16229526.790,29,125,17
13227,16229999.802,41,119,17
13228,16230630.464,15,119,16
13229,16230743.463,20,119,16
13230,16231212.415,46,123,17
13231,16236358.890,113,119,17
13232,16237949.583,26,123,17
13233,16239363.048,21,128,17
13234,16239577.544,49,124,17
13235,16241183.350,30,127,17
13236,16244276.893,16,126,17
13237,16244306.196,38,125,17
13238,16244591.481,56,128,17
13239,16245070.599,61,125,17
13240,16245222.024,61,127,17
13241,16246852.734,93,129,17
13242,16249015.018,18,131,18
13243,16249416.620,24,123,16
13244,16251899.361,43,123,18
13245,16252124.101,31,129,17
13246,16253800.516,132,123,17
13247,16255277.668,42,132,17
13248,16255806.827,112,125,17
13249,16257746.259,38,127,17
13250,16258646.163,18,122,17
13251,16260386.419,16,122,16
13252,16262263.597,90,124,17
13253,16262795.252,80,121,17
13254,16265619.416,20,124,18
13255,16266471.192,26,121,17
13256,16266947.794,19,128,16
13257,16267389.848,90,125,18
13258,16268942.205,54,124,17
13259,16269157.831,53,124,17
13260,16270850.646,72,125,17
13261,16271497.055,20,128,16
13262,16272290.151,21,124,17
13263,16272973.441,28,128,17
13264,16275202.445,50,125,17
13265,16275240.601,202,127,18
13266,16275815.904,71,125,17
13267,16276426.621,43,124,17
13268,16276572.643,17,127,17
13269,16278850.689,57,124,18
13270,16279258.423,50,133,16
13271,16279288.048,41,119,17
13272,16280092.773,41,119,16
13273,16281087.040,53,123,16
13274,16281378.895,18,120,18
13275,16281753.980,19,121,19
13276,16285363.600,35,122,17
13277,16285735.966,64,119,17
13278,16286422.789,24,118,18
13279,16286595.079,73,117,17
13280,16288206.381,21,121,18
13281,16288840.484,29,117,18
13282,16289331.462,28,134,16
13283,16290434.937,23,117,16
13284,16290594.660,61,119,17
13285,16291594.862,24,120,17
13286,16292557.477,24,124,17
13287,16295248.816,43,121,16
13288,16295923.437,36,122,18
13289,16296291.777,50,128,17
13290,16297419.691,20,119,17
13291,16298454.446,17,123,17
13292,16299717.276,25,124,17
13293,16300788.092,20,125,17
13294,16301219.529,16,122,17
13295,16301729.535,80,125,17
13296,16302330.291,19,124,19
13297,16304140.719,55,121,17
13298,16304144.570,119,121,18
13299,16305011.218,44,121,18
13300,16305937.331,19,125,17
13301,16307860.834,35,122,17
13302,16312584.474,62,122,17
13303,16313091.800,29,123,17
13304,16313341.203,64,120,17
13305,16315083.741,27,120,17
13306,16315918.276,21,119,17
13307,16316165.214,87,121,17
13308,16316625.556,21,124,18
13309,16317201.242,17,118,17
13310,16318530.215,104,122,17
13311,16319433.347,43,120,17
13312,16320193.784,73,121,17
13313,16321614.167,22,127,17
13314,16323027.730,20,120,17
13315,16323670.938,51,122,17
13316,16323850.785,82,122,17
13317,16324750.641,69,125,17
13318,16325123.481,35,122,18
13319,16325221.386,45,122,17
13320,16326103.038,19,137,17
13321,16326368.149,15,121,17
13322,16327135.149,59,121,17
13323,16328243.174,16,123,16
13324,16328377.343,37,122,17
13325,16331171.898,39,122,17
13326,16331712.639,26,122,17
13327,16331771.205,15,125,17
13328,16331876.264,45,121,17
13329,16332231.132,49,120,17
13330,16332830.625,39,122,17
13331,16332898.608,22,119,17
13332,16333886.806,43,119,17
13333,16336268.428,71,128,16
13334,16340320.439,24,121,17
13335,16341530.003,21,122,17
13336,16342766.306,15,124,17
13337,16343286.312,22,122,17
13338,16343815.090,46,126,17
13339,16344610.198,57,126,18
13340,16346489.559,49,127,17
13341,16346845.501,17,124,17
13342,16347555.964,15,125,18
13343,16348361.347,53,128,16
13344,16349602.447,53,124,17
13345,16349770.877,17,131,17
13346,16350278.220,37,124,16
13347,16351765.679,55,135,17
13348,16352333.958,16,123,17
13349,16352369.440,36,129,16
13350,16355002.094,20,123,17
13351,16355249.108,19,125,17
13352,16355515.196,32,131,18
13353,16358684.211,51,123,17
13354,16359131.614,16,126,17
13355,16359201.343,120,122,17
13356,16359479.125,19,122,17
13357,16364458.548,28,124,18
13358,16366534.750,28,126,16
13359,16367227.887,20,128,17
13360,16369452.854,97,122,17
13361,16369554.300,109,124,16
13362,16369906.486,41,128,17
13363,16372546.200,44,130,17
13364,16373240.356,32,121,18
13365,16374002.904,19,124,17
13366,16374063.213,53,131,17
13367,16375034.443,20,125,19
13368,16375999.417,17,127,18
13369,16376258.908,49,125,17
13370,16377354.657,18,137,18
13371,16378257.713,61,123,18
13372,16378850.637,50,122,17
13373,16379653.486,20,122,18
13374,16380502.532,30,125,17
13375,16381496.404,53,123,17
13376,16382278.051,50,123,17
13377,16385579.696,55,126,17
13378,16386168.016,38,122,18
13379,16388346.013,66,121,17
13380,16389191.659,107,120,17
13381,16389517.509,22,123,17
13382,16391565.192,43,120,17
13383,16395043.250,21,126,19
13384,16397174.257,109,122,17
13385,16397760.923,55,119,18
13386,16399085.316,18,119,16
13387,16400354.607,21,123,17
13388,16400556.838,15,122,17
13389,16402499.741,68,124,17
13390,16404159.940,37,123,17
13391,16404796.566,17,125,19
13392,16406117.025,48,123,17
13393,16409993.646,57,123,17
13394,16411085.878,17,125,17
13395,16412886.138,226,126,16
13396,16412969.329,76,122,17
13397,16413915.564,53,126,17
13398,16414646.072,19,120,16
13399,16414663.751,25,122,17
13400,16415222.996,16,123,16
13401,16417034.619,62,124,17
13402,16418799.800,33,123,17
13403,16423492.494,272,122,17
13404,16423837.763,43,125,18
13405,16424061.674,51,119,17
13406,16425684.285,117,119,17
13407,16429708.683,19,119,16
13408,16430523.526,16,126,18
13409,16431228.153,25,119,17
13410,16434758.008,16,119,18
13411,16435207.267,17,122,17
13412,16437708.399,18,120,18
13413,16438515.162,48,122,17
13414,16439914.147,22,123,17
13415,16443072.021,18,125,19
13416,16443484.862,71,123,17
13417,16443563.366,27,123,17
13418,16444082.730,158,125,17
13419,16444788.478,90,122,17
